A	Coef.BasalvsLP	Coef.BasalvsML	Coef.LPvsML	t.BasalvsLP	t.BasalvsML	t.LPvsML	p.value.BasalvsLP	p.value.BasalvsML	p.value.LPvsML	Res.BasalvsLP	Res.BasalvsML	Res.LPvsML	Genes.ENTREZID	Genes.SYMBOL	Genes.TXCHROM
1.72	-1.177	-1.606	-0.429	-0.89	-3.16	0	0.19987	0.00673	0.99427	0	-1	0	56299	Fkbpl	chr17
6.09	0.91	0.209	-0.701	0	0	0	0.76398	0.99992	0.98598	0	0	0	12915	Atf6b	chr17
4.1	-1.035	0.802	1.837	-0.06	0	1.48	0.47984	0.63323	0.08974	0	0	0	81877	Tnxb	chr17
6.2	-0.467	1.067	1.534	0	0.46	3.97	0.99709	0.32721	0.00209	0	0	0	12268	C4b	chr17
2.51	-0.242	0.574	0.816	0	0	0	0.99871	0.97647	0.8355	0	0	0	625018	C4a	chr17
4.55	-0.08	-0.258	-0.178	0	0	0	0.99995	0.99975	0.99991	0	0	0	54402	Stk19	chr17
4.61	0.127	0.235	0.108	0	0	0	0.99998	0.99994	0.99999	0	0	0	112403	Dxo	chr17
6.29	-0.067	-0.46	-0.393	0	0	0	0.99999	0.99916	0.99974	0	0	0	108077	Skiv2l	chr17
5.05	-0.038	-0.002	0.035	0	0	0	0.99998	1	0.99999	0	0	0	27632	Nelfe	chr17
4.08	-3.632	-1.809	1.822	-20.55	-6.12	7.35	0	0.00014	0.00004	-1	-1	1	14962	Cfb	chr17
3.29	-2.739	-2.956	-0.217	-6.47	-7.39	0	0.0001	0.00004	0.99684	-1	-1	0	12263	C2	chr17
2.98	0.802	0.554	-0.249	0	0	0	0.75436	0.93639	0.98862	0	0	0	193736	Zbtb12	chr17
7.43	-0.335	-0.559	-0.224	0	0	0	0.99791	0.98428	0.99947	0	0	0	110147	Ehmt2	chr17
3.14	-4.549	-6.806	-2.258	-9.49	-15.75	-5.7	0.00001	0	0.00023	-1	-1	-1	70129	Slc44a4	chr17
5.37	-1.571	-1.479	0.092	-4.49	-3.77	0	0.00102	0.00275	0.99998	-1	-1	0	18010	Neu1	chr17
5.26	-0.366	-0.046	0.32	0	0	0	0.99975	0.99999	0.99989	0	0	0	68763	1110038B12Rik	chr17
0.02	-0.531	0.287	0.819	0	0	0	0.86403	0.94559	0.67055	0	0	0	100217427	Snord52	chr17
8.42	-0.121	-0.609	-0.488	0	0	0	0.97845	0.80705	0.88529	0	0	0	15511	Hspa1b	chr17
7.59	-0.058	-0.516	-0.458	0	0	0	0.98607	0.83029	0.87201	0	0	0	193740	Hspa1a	chr17
2.35	-0.284	-0.549	-0.265	0	0	0	0.96116	0.88326	0.97078	0	0	0	15482	Hspa1l	chr17
3.56	0.407	0.452	0.045	0	0	0	0.98707	0.98342	0.99955	0	0	0	27756	Lsm2	chr17
6.57	0.288	0.121	-0.167	0	0	0	0.99935	0.99986	0.99987	0	0	0	22321	Vars	chr17
-0.06	5.12	4.137	-0.983	12.57	11.36	0	0	0	0.51916	1	1	0	27762	Vwa7	chr17
1.89	-0.411	-1.125	-0.714	0	-0.36	0	0.92976	0.36298	0.7933	0	0	0	17687	Msh5	chr17
7.9	-0.938	-1.053	-0.115	0	-0.36	0	0.65932	0.3629	0.99992	0	0	0	114584	Clic1	chr17
5.34	-0.249	-0.433	-0.184	0	0	0	0.99897	0.99528	0.99959	0	0	0	51793	Ddah2	chr17
-0.57	-1.372	-2.209	-0.836	-1.1	-3.75	0	0.15174	0.00286	0.70586	0	-1	0	106722	G6b	chr17
0.45	-1.526	-3.397	-1.871	-1.31	-6.44	-2.75	0.11335	0.0001	0.01254	0	-1	0	68468	Ly6g6c	chr17
0.61	-4.947	-5.781	-0.834	-12.3	-15.05	0	0	0	0.80688	-1	-1	0	70274	Ly6g6e	chr17
5.86	-0.502	-0.811	-0.309	0	0	0	0.99617	0.89245	0.99962	0	0	0	193742	Abhd16a	chr17
6.3	0.146	-0.06	-0.206	0	0	0	0.99996	0.99999	0.99996	0	0	0	13001	Csnk2b	chr17
2.15	-0.151	-0.42	-0.268	0	0	0	0.99939	0.99527	0.99877	0	0	0	81845	Gpank1	chr17
2.67	-0.903	-0.967	-0.065	0	0	0	0.66223	0.55777	0.99946	0	0	0	114585	D17H6S53E	chr17
8.08	0.269	-0.027	-0.297	0	0	0	0.99987	0.99999	0.99991	0	0	0	224727	Bag6	chr17
9.51	0.336	0.278	-0.058	0	0	0	0.99966	0.9998	0.99999	0	0	0	53761	Prrc2a	chr17
5.04	-4.307	-3.13	1.177	-13.87	-8.93	0.89	0	0.00001	0.19922	-1	-1	0	21926	Tnf	chr17
3.69	-0.792	-0.588	0.204	0	0	0	0.81984	0.95515	0.99805	0	0	0	18038	Nfkbil1	chr17
0.7	-0.489	-0.486	0.003	0	0	0	0.92654	0.93119	0.99984	0	0	0	66237	Atp6v1g2	chr17
7.67	0.336	0.237	-0.098	0	0	0	0.99984	0.99994	0.99999	0	0	0	53817	Ddx39b	chr17
5.57	-0.399	-0.206	0.192	0	0	0	0.97811	0.99389	0.99587	0	0	0	100862191	NA	NA
9.57	-0.434	-1.142	-0.708	0	-1.12	0	0.99904	0.14802	0.98143	0	0	0	14964	H2-D1	chr17
2.12	-0.229	-0.144	0.086	0	0	0	0.99597	0.99815	0.99911	0	0	0	100862184	NA	NA
4.57	-0.674	-0.993	-0.319	0	0	0	0.97699	0.51905	0.99964	0	0	0	15006	H2-Q1	chr17
3.59	-1.631	-2.036	-0.405	-4.24	-7.12	0	0.00144	0.00005	0.99912	-1	-1	0	15013	H2-Q2	chr17
7.96	-0.971	-0.976	-0.005	0	0	0	0.55582	0.54626	0.99998	0	0	0	15015	H2-Q4	chr17
2.64	-0.935	-1.04	-0.105	0	-0.2	0	0.61943	0.42486	0.99943	0	0	0	68395	LOC68395	NA
3	-1.649	-1.845	-0.196	-2.31	-3.08	0	0.0251	0.00767	0.99512	0	-1	0	110557	H2-Q6	chr17
3.69	-0.818	-1.354	-0.536	0	-2.09	0	0.83531	0.03487	0.99012	0	0	0	15018	H2-Q7	chr17
3.32	-1.241	-1.301	-0.06	-1.2	-1.52	0	0.13285	0.08323	0.99977	0	0	0	15007	H2-Q10	chr17
3.03	1.631	1.449	-0.181	1.87	1.38	0	0.04926	0.10216	0.98197	0	0	0	106795	Tcf19	chr17
4.62	0.089	-0.027	-0.116	0	0	0	0.99976	0.99994	0.99976	0	0	0	240084	Cchcr1	chr17
0.57	-2.811	-3.088	-0.277	-3.42	-3.98	0	0.00461	0.00208	0.94733	-1	-1	0	57390	Psors1c2	chr17
-0.73	-1.853	-3.644	-1.79	-2.51	-8.39	-3.04	0.01831	0.00002	0.00809	0	-1	0	386463	Cdsn	chr17
4.49	0.402	-0.086	-0.488	0	0	0	0.99874	0.99995	0.9977	0	0	0	68915	Vars2	chr17
3.06	0.493	0.075	-0.418	0	0	0	0.98003	0.99953	0.99003	0	0	0	14885	Gtf2h4	chr17
7.74	0.666	0.304	-0.362	0	0	0	0.95836	0.99827	0.99834	0	0	0	12305	Ddr1	chr17
-0.2	-3.796	-1.984	1.812	-8.96	-3.01	3.1	0.00001	0.00851	0.00743	-1	-1	0	74601	4833427F10Rik	chr17
9.43	-0.982	0.033	1.015	0	0	0.06	0.52643	0.99917	0.47602	0	0	0	15937	Ier3	chr17
6.21	-0.772	-1.344	-0.572	0	-2.44	0	0.92862	0.02029	0.9942	0	0	0	14251	Flot1	chr17
6.61	1.707	1.565	-0.142	3.43	2.75	0	0.00451	0.01266	0.99921	1	0	0	22154	Tubb5	chr17
6.61	0.109	0.457	0.348	0	0	0	0.9996	0.99214	0.99791	0	0	0	240087	Mdc1	chr17
-0.24	2.906	3.412	0.506	3.51	4.41	0	0.00404	0.00116	0.80001	1	1	0	100503359	Ppp1r18os	NA
3.34	0.854	0.325	-0.529	0	0	0	0.78055	0.99803	0.98626	0	0	0	106582	Nrm	chr17
6.91	1.225	1.186	-0.039	1.09	0.9	0	0.1528	0.19633	0.99982	0	0	0	76448	Ppp1r18	chr17
5.97	-0.112	-0.065	0.047	0	0	0	0.99996	0.99998	0.99999	0	0	0	69192	Dhx16	chr17
2.74	-0.047	-0.663	-0.616	0	0	0	0.99995	0.9777	0.98695	0	0	0	69662	2310061I04Rik	chr17
1.29	-0.651	-0.002	0.649	0	0	0	0.8741	0.99993	0.88156	0	0	0	100503379	Gm16279	NA
3.92	0.357	0.479	0.123	0	0	0	0.98968	0.97674	0.99844	0	0	0	73242	Atat1	chr17
3.06	-0.734	-0.773	-0.04	0	0	0	0.94945	0.92705	0.99998	0	0	0	66973	Mrps18b	chr17
7.16	0.034	0.033	-0.001	0	0	0	0.99755	0.99761	0.99993	0	0	0	52040	Ppp1r10	chr17
4.49	0.319	-0.34	-0.659	0	0	0	0.99806	0.99813	0.96652	0	0	0	100043674	Gm9840	NA
3.69	0.211	0.019	-0.191	0	0	0	0.97638	0.99829	0.98108	0	0	0	667766	Gm8801	chr17
7.3	0.048	0.166	0.117	0	0	0	0.99997	0.99986	0.99995	0	0	0	224742	Abcf1	chr17
4.24	0.756	0.542	-0.214	0	0	0	0.9233	0.99216	0.9996	0	0	0	75210	Prr3	chr17
6.84	0.648	0.617	-0.031	0	0	0	0.98781	0.99156	0.99999	0	0	0	14670	Gnl1	chr17
1.59	-0.1	-0.124	-0.024	0	0	0	0.9977	0.99733	0.99956	0	0	0	77810	A930015D03Rik	chr17
0.08	0.215	0.852	0.636	0	0	0	0.97019	0.64669	0.81523	0	0	0	15042	H2-T24	chr17
5.24	-0.777	-0.861	-0.084	0	0	0	0.91528	0.81449	0.99994	0	0	0	15040	H2-T23	chr17
3.5	-0.803	-0.915	-0.112	0	0	0	0.89536	0.71821	0.99993	0	0	0	15039	H2-T22	chr17
0.61	-1.792	-1.876	-0.084	-2.75	-3.11	0	0.01263	0.00727	0.99825	0	-1	0	100529082	Gm11127	chr17
3.06	-1.039	-1.145	-0.107	-0.18	-0.71	0	0.4292	0.2483	0.99942	0	0	0	14963	H2-Bl	chr17
4.81	-0.753	-0.853	-0.1	0	0	0	0.92694	0.81939	0.99991	0	0	0	15051	H2-T9	chr17
5.28	-0.535	-0.815	-0.281	0	0	0	0.99807	0.92721	0.99992	0	0	0	15024	H2-T10	chr17
0.02	-1.152	-1.205	-0.053	-0.6	-0.84	0	0.28139	0.21263	0.99929	0	0	0	630294	Gm7030	chr17
1.85	-1.989	-1.662	0.326	-3.53	-2.37	0	0.00388	0.02264	0.98862	-1	0	0	69717	Gm10499	NA
4.95	-0.414	-0.955	-0.541	0	0	0	0.99911	0.63613	0.9976	0	0	0	667977	Gm8909	chr17
2.01	0.122	-0.107	-0.229	0	0	0	0.99507	0.99643	0.9903	0	0	0	625785	Gm6623	chr17
0.32	1.721	0.965	-0.756	2.25	0	0	0.02723	0.54731	0.76531	0	0	0	100046579	Gm10074	NA
3.12	-0.261	-0.704	-0.443	0	0	0	0.99912	0.95429	0.99692	0	0	0	67676	Rpp21	chr17
5.57	-0.619	-0.084	0.535	0	0	0	0.91674	0.998	0.9574	0	0	0	79263	Trim39	chr17
-0.88	2.376	1.917	-0.459	1.37	0.95	0	0.10853	0.19208	0.79039	0	0	0	14997	H2-M9	chr17
5.59	-0.434	-0.43	0.004	0	0	0	0.99947	0.9995	1	0	0	0	22670	Trim26	chr17
1.96	-0.842	-0.688	0.154	0	0	0	0.66982	0.8076	0.98798	0	0	0	69097	Trim15	chr17
3.25	-1.574	0.099	1.673	-1.41	0	1.68	0.09792	0.9816	0.06545	0	0	0	386454	Rnf39	chr17
4.87	0.122	-0.126	-0.247	0	0	0	0.99997	0.99997	0.99992	0	0	0	76497	Ppp1r11	chr17
4.01	0.242	0.172	-0.07	0	0	0	0.99976	0.99989	0.99997	0	0	0	66136	Znrd1	chr17
0.32	-0.302	-1.064	-0.762	0	-0.22	0	0.97301	0.41729	0.78438	0	0	0	76416	Znrd1as	chr17
0.03	4.059	1.973	-2.087	7.87	3.23	-2.77	0.00003	0.0061	0.01218	1	1	0	22715	Zfp57	chr17
4.65	2.077	1.433	-0.645	4.64	1.97	0	0.00085	0.0424	0.9226	1	0	0	54393	Gabbr1	chr17
-0.69	-3.068	-2.826	0.242	-5.24	-4.64	0	0.0004	0.00085	0.98388	-1	-1	0	24108	Ubd	chr17
2.14	1.219	-0.253	-1.472	1.07	0	-2.42	0.15719	0.99859	0.02108	0	0	0	14991	H2-M3	chr17
10.11	-0.839	-1.445	-0.606	0	-0.84	0	0.62142	0.2128	0.78256	0	0	0	100861531	Rn45s	NA
1.92	0.24	-0.41	-0.65	0	0	0	0.98958	0.97637	0.89651	0	0	0	71583	9130008F23Rik	chr17
3.12	0.964	0.408	-0.556	0	0	0	0.5945	0.99867	0.99238	0	0	0	83815	Cenpq	chr17
4.96	0.571	-0.047	-0.618	0	0	0	0.99464	0.99998	0.99262	0	0	0	17850	Mut	chr17
-1.91	6.14	8.63	2.49	11.3	15.15	2.69	0	0	0.01401	1	1	0	627626	Ptchd4	chr17
7.03	-0.251	-0.046	0.204	0	0	0	0.99856	0.99984	0.99938	0	0	0	12488	Cd2ap	chr17
7.97	0.334	-1.117	-1.451	0	-0.73	-3.08	0.99864	0.24185	0.00756	0	0	0	94185	Tnfrsf21	chr17
0.57	-2.621	-0.222	2.399	-3.55	0	3.07	0.00381	0.93733	0.00775	-1	0	0	77596	Adgrf1	chr17
3.35	2.56	2.044	-0.516	2.65	1.88	0	0.01481	0.04891	0.7952	0	0	0	224792	Adgrf5	chr17
1.73	4.717	5.424	0.708	8.67	10.29	0	0.00001	0	0.72184	1	1	0	27226	Pla2g7	chr17
2.34	-0.315	-0.446	-0.131	0	0	0	0.97881	0.95908	0.99533	0	0	0	74011	Slc25a27	chr17
4.4	-0.953	-1.025	-0.072	0	-0.17	0	0.61759	0.43599	0.99995	0	0	0	56050	Cyp39a1	chr17
-0.16	1.285	1.993	0.708	0.62	2.12	0	0.27696	0.03374	0.72084	0	0	0	53901	Rcan2	chr17
5.39	-2.273	-2.368	-0.095	-11.26	-12.12	0	0	0	0.99999	-1	-1	0	83965	Enpp5	chr17
5.31	-2.847	-2.579	0.268	-10.8	-9.23	0	0	0.00001	0.99936	-1	-1	0	224794	Enpp4	chr17
0.65	-0.506	0.52	1.027	0	0	0.06	0.85619	0.83831	0.47819	0	0	0	224796	Clic5	chr17
4.18	0.739	2.135	1.396	0	3.17	1.13	0.77196	0.0067	0.1449	0	1	0	12393	Runx2	chr17
3.75	-0.294	0.126	0.42	0	0	0	0.99861	0.99967	0.99636	0	0	0	109115	Supt3	chr17
5.36	0.11	0.384	0.274	0	0	0	0.99997	0.9995	0.99987	0	0	0	71702	Cdc5l	chr17
3.64	0.986	0.54	-0.446	0	0	0	0.53337	0.99147	0.99593	0	0	0	224805	Aars2	chr17
1.43	3.718	3.231	-0.487	6.4	5.98	0	0.00011	0.00017	0.86213	1	1	0	210573	Tmem151b	chr17
5.75	-2.408	-2.035	0.373	-6.15	-4.52	0	0.00014	0.00099	0.99125	-1	-1	0	18037	Nfkbie	chr17
5.69	-0.335	-0.529	-0.194	0	0	0	0.9969	0.98446	0.99933	0	0	0	73836	Slc35b2	chr17
11.61	0.032	0.055	0.023	0	0	0	0.99994	0.9999	0.99998	0	0	0	15516	Hsp90ab1	chr17
7.34	0.935	0.683	-0.252	0	0	0	0.70351	0.98664	0.99994	0	0	0	63959	Slc29a1	chr17
6.97	-0.311	-0.493	-0.182	0	0	0	0.99983	0.99881	0.99997	0	0	0	224807	Tmem63b	chr17
0.8	-3.582	-1.663	1.919	-6.93	-1.69	2.98	0.00006	0.06492	0.00889	-1	0	0	100038605	E030047D23Rik	NA
4.62	-0.609	-1.157	-0.548	0	-1.01	0	0.98062	0.1703	0.99251	0	0	0	68463	Mrpl14	chr17
8.08	1.691	1.3	-0.391	2.2	0.95	0	0.02975	0.18555	0.96928	0	0	0	22339	Vegfa	chr17
4.44	-0.477	-0.678	-0.201	0	0	0	0.99663	0.97361	0.99983	0	0	0	68565	Mrps18a	chr17
1.88	0.632	-0.734	-1.366	0	0	-1.5	0.90309	0.85798	0.08633	0	0	0	75564	Rsph9	chr17
3.12	-0.849	-0.86	-0.012	0	0	0	0.72425	0.71221	0.99985	0	0	0	66591	Mad2l1bp	chr17
5.61	-0.423	-0.625	-0.202	0	0	0	0.99814	0.98527	0.99984	0	0	0	56055	Gtpbp2	chr17
3.03	0.521	0.691	0.17	0	0	0	0.98564	0.93974	0.99922	0	0	0	80905	Polh	chr17
5.59	0.244	0.081	-0.163	0	0	0	0.99992	0.99999	0.99998	0	0	0	72322	Xpo5	chr17
5.63	0.415	0.444	0.029	0	0	0	0.99933	0.99911	1	0	0	0	20016	Polr1c	chr17
6	-0.385	-0.344	0.041	0	0	0	0.99925	0.9995	0.99999	0	0	0	28064	Yipf3	chr17
0.58	1.636	1.786	0.15	2.36	2.95	0	0.02295	0.00921	0.99306	0	1	0	224813	Lrrc73	chr17
5.43	-0.392	-0.232	0.16	0	0	0	0.99919	0.99982	0.99994	0	0	0	74094	Tjap1	chr17
0.05	6.698	7.342	0.644	10.27	11.12	0	0	0	0.71821	1	1	0	106565	Dlk2	chr17
4.22	-0.418	-0.204	0.214	0	0	0	0.99719	0.99959	0.99966	0	0	0	224814	Abcc10	chr17
5.32	-0.172	0.558	0.731	0	0	0	0.99997	0.99797	0.98312	0	0	0	57908	Zfp318	chr17
2.39	2.104	1.003	-1.101	4.13	0.01	-0.38	0.00168	0.49453	0.35721	1	0	0	381101	Dnph1	chr17
5.15	0.094	-0.569	-0.663	0	0	0	0.99975	0.98425	0.96628	0	0	0	78309	Cul9	chr17
7.88	0.375	0.592	0.217	0	0	0	0.99077	0.95432	0.99822	0	0	0	20807	Srf	chr17
7.72	2.103	1.397	-0.705	8.23	2.94	0	0.00002	0.00935	0.98	1	1	0	71461	Ptk7	chr17
5.23	-0.752	-0.781	-0.029	0	0	0	0.9493	0.93073	0.99999	0	0	0	74764	Klc4	chr17
4.52	0.459	-0.094	-0.553	0	0	0	0.98712	0.99949	0.97755	0	0	0	27398	Mrpl2	chr17
6.05	1.003	0.818	-0.185	0.02	0	0	0.49221	0.90601	0.99994	0	0	0	66515	Cul7	chr17
3.81	-0.194	-0.559	-0.365	0	0	0	0.99987	0.9959	0.99956	0	0	0	224823	Rrp36	chr17
5.64	0.167	0.336	0.169	0	0	0	0.99994	0.99972	0.99996	0	0	0	71765	Klhdc3	chr17
4.86	-0.136	-0.503	-0.367	0	0	0	0.99993	0.99772	0.99957	0	0	0	17256	Mea1	chr17
5.97	0.22	0.154	-0.065	0	0	0	0.99992	0.99996	0.99999	0	0	0	21770	Ppp2r5d	chr17
5.84	-0.341	-0.481	-0.14	0	0	0	0.99925	0.99708	0.99993	0	0	0	224824	Pex6	chr17
0.38	0.334	0.314	-0.021	0	0	0	0.97221	0.97786	0.99897	0	0	0	14711	Gnmt	chr17
5.15	0.565	0.12	-0.445	0	0	0	0.98076	0.99964	0.99475	0	0	0	72029	Cnpy3	chr17
2.95	-0.235	-0.557	-0.322	0	0	0	0.99611	0.96524	0.99443	0	0	0	67101	2310039H08Rik	chr17
6.22	0.33	0.401	0.071	0	0	0	0.99941	0.99885	0.99997	0	0	0	66229	Rpl7l1	chr17
5.77	-0.453	0.044	0.497	0	0	0	0.99687	0.99995	0.99642	0	0	0	210982	Gltscr1l	chr17
4.52	-1.153	-0.691	0.462	-0.62	0	0	0.27679	0.87584	0.97539	0	0	0	72726	Tbcc	chr17
6.92	-0.365	-0.656	-0.291	0	0	0	0.99954	0.98759	0.99986	0	0	0	224826	Ubr2	chr17
2.14	3.08	2.209	-0.872	9.03	6.08	0	0.00001	0.00015	0.69955	1	1	0	224829	Trerf1	chr17
3.07	-0.044	-0.598	-0.554	0	0	0	0.99989	0.98177	0.98831	0	0	0	64657	Mrps10	chr17
1.18	-1.882	-1.764	0.118	-3.61	-3.16	0	0.00345	0.00676	0.99885	-1	-1	0	14913	Guca1a	chr17
5.88	-3.203	-2.964	0.24	-11.25	-10.02	0	0	0	0.99881	-1	-1	0	224833	AI661453	chr17
4.76	-0.402	-0.544	-0.143	0	0	0	0.99957	0.99798	0.99998	0	0	0	63856	Taf8	chr17
5.29	0.067	-0.131	-0.198	0	0	0	0.99995	0.99989	0.99985	0	0	0	12445	Ccnd3	chr17
4.95	0.561	0.898	0.338	0	0	0	0.98491	0.7203	0.99822	0	0	0	53414	Bysl	chr17
4.53	-0.171	-0.147	0.024	0	0	0	0.99993	0.99995	0.99999	0	0	0	56771	Med20	chr17
4.58	-0.07	0.438	0.508	0	0	0	0.99994	0.99755	0.99586	0	0	0	224836	Usp49	chr17
5.12	0.586	0.294	-0.291	0	0	0	0.98511	0.99911	0.99926	0	0	0	66119	Tomm6	chr17
0.59	-0.818	-0.668	0.149	0	0	0	0.63387	0.73264	0.96182	0	0	0	107971	Frs3	chr17
3.81	-0.38	0.346	0.726	0	0	0	0.99637	0.99691	0.92618	0	0	0	21425	Tfeb	chr17
5.99	-0.093	0.077	0.17	0	0	0	0.99904	0.99923	0.99855	0	0	0	17240	Mdfi	chr17
7.19	-0.237	-0.682	-0.446	0	0	0	0.99996	0.9914	0.99976	0	0	0	74123	Foxp4	chr17
6.02	-0.432	-0.012	0.419	0	0	0	0.99791	0.99999	0.99874	0	0	0	18044	Nfya	chr17
3.87	0.426	0.067	-0.359	0	0	0	0.99754	0.99994	0.99894	0	0	0	106821	Oard1	chr17
2.85	-4.644	-2.743	1.901	-10.1	-4.68	3.3	0	0.00081	0.00551	-1	-1	0	76589	Unc5cl	chr17
4.39	-1.085	-0.389	0.696	-0.57	0	0	0.29117	0.99824	0.96906	0	0	0	56738	Mocs1	chr17
2.35	2.736	3.037	0.3	8.18	9.83	0	0.00002	0.00001	0.99249	1	1	0	76441	Daam2	chr17
-1.88	6.469	7.22	0.751	12.29	13.77	0	0	0	0.68301	1	1	0	319991	Kif6	chr17
5.3	-4.853	-3.234	1.619	-12.06	-7.01	2.34	0	0.00006	0.02385	-1	-1	0	76438	Rftn1	chr17
3.06	-1.494	-2.516	-1.021	-2.81	-9.04	-0.14	0.01143	0.00001	0.44468	0	-1	0	224860	Plcl2	chr17
4.98	0.805	0.707	-0.098	0	0	0	0.87884	0.95521	0.99988	0	0	0	654432	Gm7334	NA
5.42	-0.087	-0.148	-0.061	0	0	0	0.99999	0.99997	0.99999	0	0	0	72238	Tbc1d5	chr17
3.78	-0.796	0.529	1.324	0	0	1.37	0.79462	0.95221	0.10399	0	0	0	20230	Satb1	chr17
1.63	0.748	-0.81	-1.558	0	0	-1.23	0.69497	0.66689	0.12802	0	0	0	211482	Efhb	chr17
6.55	-0.329	-0.29	0.04	0	0	0	0.99948	0.99964	0.99999	0	0	0	271457	Rab5a	chr17
5.47	-0.681	-0.667	0.014	0	0	0	0.98336	0.9862	1	0	0	0	18519	Kat2b	chr17
0.12	3.168	2.693	-0.475	5.94	5.1	0	0.00018	0.00048	0.89673	1	1	0	72415	Sgol1	chr17
2.4	0.291	0.518	0.227	0	0	0	0.99672	0.98109	0.99806	0	0	0	72836	Pot1b	chr17
2.48	-1.823	-0.733	1.091	-3.07	0	0.37	0.00772	0.81884	0.36229	-1	0	0	104349	Zfp119a	chr17
2.92	-0.602	0.075	0.677	0	0	0	0.97938	0.99983	0.96105	0	0	0	224893	Zfp959	chr17
1.74	-1.523	-1.491	0.033	-2.2	-2.1	0	0.02948	0.03452	0.99972	0	0	0	240120	Zfp119b	chr17
3	-0.559	-0.499	0.06	0	0	0	0.99156	0.99579	0.99996	0	0	0	72886	Ccdc94	chr17
-0.42	4.095	3.871	-0.225	7.62	7.64	0	0.00003	0.00003	0.95323	1	1	0	20420	Shd	chr17
-0.38	2.485	3.038	0.552	4.69	6.29	0	0.00079	0.00012	0.87899	1	1	0	240121	Fsd1	chr17
6.15	-2.581	-2.284	0.297	-11.58	-9.4	0	0	0.00001	0.99975	-1	-1	0	106766	Stap2	chr17
5.56	0.253	-0.046	-0.3	0	0	0	0.99991	0.99999	0.99991	0	0	0	68047	Mpnd	chr17
5.95	0.521	0.361	-0.16	0	0	0	0.99922	0.99988	0.99999	0	0	0	20405	Sh3gl1	chr17
3.71	1.712	1.281	-0.431	2.48	1.03	0	0.01906	0.1658	0.95957	0	0	0	27221	Chaf1a	chr17
5.66	-0.184	-0.24	-0.056	0	0	0	0.99995	0.99992	0.99999	0	0	0	66530	Ubxn6	chr17
5.77	0.719	0.233	-0.486	0	0	0	0.97704	0.99991	0.99912	0	0	0	15193	Hdgfrp2	chr17
1.87	1.884	2.508	0.624	3.71	6.25	0	0.00299	0.00013	0.91089	1	1	0	57435	Plin4	chr17
-0.28	-3.811	-3.407	0.403	-8.58	-7.33	0	0.00001	0.00004	0.98138	-1	-1	0	66968	Plin5	chr17
5.72	-6.099	-4.002	2.096	-18.98	-11.26	5.08	0	0	0.00049	-1	-1	1	76905	Lrg1	chr17
1.85	1.058	0.695	-0.363	0.21	0	0	0.42077	0.85745	0.97417	0	0	0	20359	Sema6b	chr17
1.65	-0.644	-1.697	-1.053	0	-3.41	-0.27	0.92794	0.00464	0.39773	0	-1	0	66443	Tnfaip8l1	chr17
5.62	0.086	-0.219	-0.305	0	0	0	0.99992	0.99969	0.99952	0	0	0	28106	Mydgf	chr17
5.46	0.16	-0.014	-0.173	0	0	0	0.99997	1	0.99998	0	0	0	224897	Dpp9	chr17
5.02	-0.018	0.267	0.285	0	0	0	0.99991	0.99756	0.9977	0	0	0	14154	Fem1a	chr17
3.94	-1.132	-0.916	0.216	-0.73	0	0	0.24262	0.67326	0.99925	0	0	0	106759	Ticam1	chr17
5.69	-0.421	-0.543	-0.122	0	0	0	0.99623	0.98857	0.99982	0	0	0	66905	Plin3	chr17
4.14	2.126	1.605	-0.521	4.01	2.28	0	0.00197	0.02611	0.93899	1	0	0	18140	Uhrf1	chr17
5.57	-0.384	-0.677	-0.293	0	0	0	0.99884	0.9755	0.99967	0	0	0	193796	Kdm4b	chr17
6.89	3.63	3.301	-0.33	16.49	14.53	0	0	0	0.99923	1	1	0	19280	Ptprs	chr17
3.6	-0.918	-0.588	0.33	0	0	0	0.62745	0.93516	0.99074	0	0	0	100504425	Gm20219	chr17
6.89	-0.659	-0.089	0.57	0	0	0	0.94291	0.9995	0.97876	0	0	0	224902	Safb2	chr17
6.89	0.031	0.293	0.262	0	0	0	0.99998	0.99963	0.99984	0	0	0	224903	Safb	chr17
5.3	0.1	-0.643	-0.743	0	0	0	0.99991	0.98234	0.95312	0	0	0	224904	2410015M20Rik	chr17
5.82	-0.144	-0.084	0.061	0	0	0	0.99996	0.99998	0.99999	0	0	0	54217	Rpl36	chr17
6.79	0.285	0.333	0.048	0	0	0	0.99984	0.99975	0.99999	0	0	0	74142	Lonp1	chr17
6.18	-0.171	-0.072	0.098	0	0	0	0.99997	0.99999	0.99999	0	0	0	71810	Ranbp3	chr17
4.45	-0.023	0.244	0.266	0	0	0	0.99987	0.99779	0.99778	0	0	0	106639	Vmac	chr17
5.11	1.31	0.832	-0.478	1.6	0	0	0.07404	0.80164	0.98876	0	0	0	69875	Ndufa11	chr17
2.99	1.556	1.898	0.343	2.6	4.23	0	0.01581	0.00145	0.99103	0	1	0	18188	Nrtn	chr17
5.22	-0.048	-0.033	0.015	0	0	0	0.99999	0.99999	1	0	0	0	224907	Dus3l	chr17
4.37	0.634	-0.355	-0.989	0	0	0	0.97766	0.99892	0.528	0	0	0	19725	Rfx2	chr17
0.42	-0.352	0.778	1.13	0	0	0.46	0.97858	0.76832	0.32744	0	0	0	78625	1700061G19Rik	chr17
5.98	0.17	0.48	0.31	0	0	0	0.99992	0.99831	0.9998	0	0	0	64144	Mllt1	chr17
